observer,resolution,timestep_over_M,exponential_scaled_window,floor_multiplier,floor_fraction_of_waveform_peak,departure_U_over_M,entry_U_over_M,departure_kappa_U,entry_kappa_U,crossover_duration_U_over_M,cosmological_rate_relative_tolerance,minimum_cosmological_scaled_duration,status,floor_source,cosmological_entry_without_price_anchor_U_over_M,cosmological_entry_without_price_anchor_kappa_U,cosmological_entry_anchor,trusted_until_U_over_M
r16M,3072,0.0025,0.15,100.0,2.220446049250313e-11,1180.480010765061,,0.38402051786301244,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1200.4800107654976
r16M,3072,0.0025,0.15,1000.0,2.220446049250313e-10,896.7300107588676,,0.2917141501546866,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,916.7300107593042
r16M,3072,0.0025,0.25,10.0,2.220446049250313e-12,1180.480010765061,,0.38402051786301244,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1200.4800107654976
r16M,3072,0.0025,0.25,100.0,2.220446049250313e-11,1180.480010765061,,0.38402051786301244,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1200.4800107654976
r16M,3072,0.0025,0.25,1000.0,2.220446049250313e-10,896.7300107588676,,0.2917141501546866,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,916.7300107593042
r16M,3072,0.0025,0.4,10.0,2.220446049250313e-12,1180.480010765061,,0.38402051786301244,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1200.4800107654976
r16M,3072,0.0025,0.4,100.0,2.220446049250313e-11,1180.480010765061,,0.38402051786301244,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1200.4800107654976
r16M,3072,0.0025,0.4,1000.0,2.220446049250313e-10,896.7300107588676,,0.2917141501546866,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,916.7300107593042
outer,3072,0.0025,0.15,10.0,2.220446049250313e-12,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.15,100.0,2.220446049250313e-11,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.15,1000.0,2.220446049250313e-10,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.25,10.0,2.220446049250313e-12,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.25,100.0,2.220446049250313e-11,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.25,1000.0,2.220446049250313e-10,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.4,10.0,2.220446049250313e-12,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.4,100.0,2.220446049250313e-11,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
outer,3072,0.0025,0.4,1000.0,2.220446049250313e-10,381.88001075052506,,0.12422892226265372,,,0.1,0.4,no_cosmological_entry_before_ladder_floor,refinement_ladder,,,price_departure,1983.580010782591
