r,u,du_dr
3.1056999999999997,0.5760961499281271,1.1023472905169522
3.109,0.5797238673012448,1.0962703317715856
3.1123,0.5833315413480604,1.090199944954836
3.1155999999999997,0.586919194976054,1.0841368645240972
3.1189,0.5904868534673914,1.0780817953872803
3.1222,0.5940345443829922,1.072035413856999
3.1254999999999997,0.5975622974697021,1.0659983685751133
3.1288,0.6010701445704647,1.0599712814085471
3.1321,0.6045581195374004,1.053954748317215
3.1353999999999997,0.608026258147713,1.0479493401948996
3.1387,0.6114745980223196,1.0419556036839084
3.142,0.6149031785471295,1.035974061964286
3.1452999999999998,0.6183120407968896,1.0300052155183588
3.1486,0.6217012274615085,1.0240495428713654
3.1519,0.6250707827747871,1.018107501308906
3.1552,0.6284207524454835,1.0121795275719012
3.1585,0.6317511835906308,1.0062660385297664
3.1618,0.6350621246710408,1.000367431832473
3.1651,0.6383536254289315,0.9944840865421218
3.1684,0.6416257368275987,0.9886163637446911
3.1717,0.6448785109930778,0.9827646071425519
3.175,0.6481120011577317,0.9769291436283439
3.1783,0.6513262616057003,0.9711102838408051
3.1816,0.6545213476201532,0.9653083227031011
3.1849,0.6576973154322958,0.959523539944198
3.1881999999999997,0.6608542221720657,0.9537562006038158
3.1915,0.6639921258204682,0.9480065555214607
3.1948,0.6671110851635018,0.9422748418100476
3.1980999999999997,0.6702111597476219,0.9365612833145729
3.2014,0.6732924098366934,0.9308660910563258
3.2047,0.6763548963703844,0.9251894636630755
3.2079999999999997,0.6793986809239612,0.9195315877856738
3.2112999999999996,0.6824238256694322,0.9138926385015084
3.2146,0.6854303933380042,0.9082727797052021
3.2178999999999998,0.6884184471838053,0.9026721644869763
3.2211999999999996,0.6913880509488408,0.8970909354990421
3.2245,0.6943392688291354,0.8915292253104178
3.2278,0.6972721654420263,0.8859871567505215
3.2310999999999996,0.7001868057945779,0.8804648432418879
3.2344,0.7030832552530724,0.8749623891223625
3.2377,0.705961579513546,0.8694798899570985
3.2409999999999997,0.7088218445733426,0.8640174328406669
3.2443,0.7116641167036458,0.8585750966896022
3.2476,0.7144884624229594,0.8531529525256821
3.2508999999999997,0.717294948471512,0.8477510637502215
3.2542,0.7200836417865496,0.8423694864096759
3.2575,0.7228546094784893,0.8370082694528219
3.2607999999999997,0.7256079188079124,0.8316674549797718
3.2641,0.7283436371633635,0.82634707848309
3.2674,0.7310618320399306,0.8210471690812551
3.2706999999999997,0.7337625710185888,0.8157677497446985
3.274,0.7364459217462727,0.8105088375146683
3.2773,0.7391119519166613,0.8052704437151326
3.2805999999999997,0.7417607292516536,0.8000525741579396
3.2839,0.7443923214835063,0.7948552293414508
3.2872,0.7470067963376179,0.7896784046428544
3.2904999999999998,0.7496042215159395,0.7845220905043429
3.2938,0.7521846646809869,0.7793862726133644
3.2971,0.7547481934404396,0.774270932077124
3.3004,0.7572948753323072,0.7691760455915091
3.3037,0.7598247778106423,0.7641015856046287
3.307,0.7623379682317853,0.7590475204751238
3.3103,0.7648345138411244,0.7540138146254098
3.3136,0.7673144817603523,0.7490004286900207
3.3169,0.7697779389752023,0.7440073196592006
3.3202,0.7722249523236551,0.7390344410178876
3.3235,0.7746555884845933,0.7340817428802417
3.3268,0.7770699139668938,0.729149172119855
3.3301,0.7794679950989438,0.7242366724957664
3.3334,0.7818498980185644,0.7193441847744313
3.3367,0.7842156886633305,0.7144716468477593
3.34,0.7865654327612753,0.7096189938473392
3.3433,0.7888991958219651,0.704786158254983
3.3466,0.7912170431279297,0.6999730700096964
3.3499,0.7935190397264461,0.6951796566111806
3.3532,0.7958052504216538,0.6904058432199841
3.3564999999999996,0.7980757397669948,0.6856515527544083
3.3598,0.8003305720579731,0.680916705984249
3.3631,0.8025698113252114,0.6762012216215073
3.3663999999999996,0.8047935213278083,0.6715050164081262
3.3697,0.8070017655469779,0.6668280052008652
3.373,0.8091946071799634,0.6621701010534092
3.3762999999999996,0.8113721091342193,0.6575312152957754
3.3796,0.8135343340218532,0.6529112576111149
3.3829000000000002,0.8156813441543099,0.6483101361099957
3.3861999999999997,0.8178132015373041,0.6437277574022314
3.3895,0.8199299678659836,0.6391640266663345
3.3928,0.8220317045203146,0.6346188477166842
3.3960999999999997,0.8241184725606904,0.6300921230684513
3.3994,0.8261903327237476,0.6255837540003727
3.4027,0.8282473454183855,0.6210936406154365
3.4059999999999997,0.8302895707219843,0.6166216818995297
3.4093,0.8323170683768133,0.6121677757781312
3.4126,0.8343298977866208,0.6077318191710976
3.4158999999999997,0.8363281180134051,0.6033137080455997
3.4192,0.8383117877743549,0.5989133374672766
3.4225,0.8402809654389555,0.5945306016496553
