tau,u_rho_0.5,u_rho_0.75,u_rho_0.9,u_rho_0.95,u_rho_1
20.399999999999654,-0.031515071984130276,-0.04899288773698357,-0.05746764663476561,-0.0597267393062421,-0.061636020984750864
20.499999999999652,-0.032718199557646994,-0.04940408729005097,-0.05722072288609331,-0.05921741826939518,-0.060836020424831036
20.59999999999965,-0.03385322293845056,-0.049738316689995746,-0.05689613509166069,-0.05863132697488353,-0.05996083403709105
20.699999999999648,-0.03491960196208822,-0.04999620586528085,-0.05649539055574572,-0.057970308688907665,-0.059012670709072304
20.799999999999645,-0.03591690838770806,-0.05017849160351363,-0.056020092841628795,-0.05723629745799087,-0.057993823386770144
20.899999999999643,-0.036844824619281166,-0.05028601475814334,-0.05547193786322478,-0.05643131378186041,-0.05690666429667633
20.99999999999964,-0.03770314227962387,-0.05031971733107529,-0.054852709881376735,-0.05555746020419797,-0.05575364010121425
21.09999999999964,-0.03849176064216166,-0.05028063943830871,-0.05416427741336806,-0.0546169168303349,-0.054537266997187944
21.199999999999637,-0.039210684925503315,-0.050169916165770434,-0.05340858906420997,-0.0536119367809402,-0.05326012576680714
21.299999999999635,-0.03986002445600908,-0.04998877432256661,-0.05258766928824566,-0.05254484159070545,-0.051924856790772904
21.399999999999633,-0.04043999070364329,-0.04973852909891239,-0.05170361408958159,-0.05141801656096949,-0.05053415503281409
21.49999999999963,-0.0409508951964941,-0.049420580636019146,-0.05075858666980625,-0.05023390607514691,-0.049090765004950854
21.59999999999963,-0.0413931473194307,-0.04903641051523115,-0.04975481303139707,-0.04899500888573281,-0.04759747572263619
21.699999999999626,-0.04176725200243938,-0.0485875781736966,-0.04869457754513561,-0.047703873381546004,-0.046057115658779776
21.799999999999624,-0.04207380730424469,-0.0480757172538414,-0.04758021848976085,-0.04636309284374998,-0.04447254770550084
21.899999999999622,-0.04231350189687504,-0.04750253189388421,-0.046414123571983254,-0.04497530069905374,-0.042846664152283526
21.99999999999962,-0.0424871124568772,-0.046869792966590246,-0.04519872543486675,-0.04354316577834528,-0.0411823816890225
22.099999999999618,-0.0425955009689152,-0.04617933427340612,-0.04393649716245076,-0.04206938758884556,-0.03948263644224641
22.199999999999616,-0.04263961194751595,-0.0454330487010538,-0.04262994778834457,-0.04055669160769694,-0.037750379052596185
22.299999999999613,-0.0426204695827376,-0.04463288434758676,-0.041281617815870836,-0.03900782460471457,-0.03598856980141412
22.39999999999961,-0.04253917481554228,-0.04378084062482344,-0.03989407475717057,-0.037425550001830676,-0.0342001737940653
22.49999999999961,-0.04239690234865104,-0.04287896434397757,-0.03846990869850636,-0.035812643276556325,-0.032388156207371836
22.599999999999607,-0.04219489759864785,-0.041929345791199564,-0.037011727898817404,-0.034171887416568805,-0.03055547760828928
22.699999999999605,-0.04193447359507643,-0.04093411479962598,-0.03552215442838515,-0.03250606843230794,-0.028705089350694008
22.799999999999603,-0.04161700783224698,-0.03989543682441261,-0.03400381985426826,-0.03081797093423273,-0.026839929056885165
22.8999999999996,-0.04124393907942972,-0.03881550902709198,-0.03245936097895525,-0.029110373781149074,-0.02496291619012944
22.9999999999996,-0.04081676415506892,-0.03769655637545749,-0.030891415638467284,-0.02738604580577392,-0.02307694772429856
23.099999999999596,-0.04033703467059677,-0.03654082776502816,-0.029302618565921083,-0.02564774162344792,-0.021184893916363703
23.199999999999594,-0.039806353749366176,-0.03535059216799323,-0.027695597326332633,-0.02389819752965151,-0.01928959418722157
23.299999999999592,-0.03922637272615418,-0.034128134815374724,-0.026072968328208747,-0.022140127491716753,-0.017393853116033597
23.39999999999959,-0.038598787832612495,-0.0328757534179789,-0.02443733291723443,-0.02037621923986048,-0.015500436552962267
23.499999999999588,-0.03792533687396049,-0.03159575443153405,-0.02279127355712113,-0.018609130462394784,-0.013612067854889614
23.599999999999586,-0.03720779590212881,-0.03029044937123433,-0.02113735010243424,-0.016841485109697414,-0.011731424248401344
23.699999999999584,-0.036447975890466666,-0.02896215118072561,-0.019478096167968268,-0.015075869811249969,-0.009861133324017035
23.79999999999958,-0.03564771941502727,-0.027613170660382116,-0.017816015598985664,-0.013314830409773996,-0.008003769665343238
23.89999999999958,-0.034808897347339864,-0.026245812959530976,-0.016153579046381154,-0.011560868616217896,-0.006161851616522973
23.999999999999577,-0.03393340556346623,-0.024862374137086696,-0.014493220650576698,-0.009816438789067817,-0.004337838191051088
24.099999999999575,-0.033023161674023936,-0.023465137794859182,-0.012837334837695773,-0.008083944841177207,-0.0025341261247231912
