ell,observer,U_over_M,n_eff,positive_power
0,r/M=20,699.2274112771943,-2.9429778075226167,2.9429778075226167
0,r/M=20,701.2274112771925,-2.942460283046819,2.942460283046819
0,r/M=20,703.2274112771906,-2.941737956053155,2.941737956053155
0,r/M=20,705.2274112771888,-2.9408370566196878,2.9408370566196878
0,r/M=20,707.227411277187,-2.939790641876201,2.939790641876201
0,r/M=20,709.2274112771852,-2.9386372208134293,2.9386372208134293
0,r/M=20,711.2274112771834,-2.9374192551174487,2.9374192551174487
0,r/M=20,713.2274112771815,-2.9361816073507767,2.9361816073507767
0,r/M=20,715.2274112771797,-2.9349699997439522,2.9349699997439522
0,r/M=20,717.2274112771779,-2.933829536303092,2.933829536303092
0,r/M=20,719.2274112771761,-2.9328033290338156,2.9328033290338156
0,r/M=50,151.22741127769265,-2.481674365618825,2.481674365618825
0,r/M=50,153.22741127769083,-2.4896351010171056,2.4896351010171056
0,r/M=50,155.22741127768901,-2.500025832922949,2.500025832922949
0,r/M=50,157.2274112776872,-2.5117360163449036,2.5117360163449036
0,r/M=50,159.22741127768538,-2.523834147643638,2.523834147643638
0,r/M=50,161.22741127768356,-2.5355902702504047,2.5355902702504047
0,r/M=50,163.22741127768174,-2.54647812492156,2.54647812492156
0,r/M=50,165.22741127767992,-2.5561627816399355,2.5561627816399355
0,r/M=50,167.2274112776781,-2.56447701896055,2.56447701896055
0,r/M=50,169.22741127767628,-2.5713892225580777,2.5713892225580777
0,r/M=50,171.22741127767446,-2.5769682627094563,2.5769682627094563
0,r/M=50,173.22741127767264,-2.5813516543596036,2.5813516543596036
0,r/M=50,175.22741127767083,-2.5847196056213884,2.5847196056213884
0,r/M=50,177.227411277669,-2.587273149403672,2.587273149403672
0,r/M=50,179.2274112776672,-2.589214272254064,2.589214272254064
0,r/M=50,181.22741127766537,-2.5907291812097792,2.5907291812097792
0,r/M=50,183.22741127766355,-2.5919777529369514,2.5919777529369514
0,r/M=50,185.22741127766173,-2.5930901447490644,2.5930901447490644
0,r/M=50,187.2274112776599,-2.5941679810755334,2.5941679810755334
0,r/M=50,189.2274112776581,-2.5952865066959583,2.5952865066959583
0,r/M=50,191.22741127765627,-2.5964963675663917,2.5964963675663917
0,r/M=50,193.22741127765445,-2.597826261713018,2.597826261713018
0,r/M=50,195.22741127765264,-2.5992876958535716,2.5992876958535716
0,r/M=50,197.22741127765082,-2.6008808599088784,2.6008808599088784
0,r/M=50,199.227411277649,-2.602599041832827,2.602599041832827
0,r/M=50,201.22741127764718,-2.6044300212069706,2.6044300212069706
