category,setting,reference_setting,observer_index,observer_radius_over_M,pulse,sphere_integrated_relative_l2,off_caustic_relative_l2_at_gamma_pi_over_2,arrival_time_error_over_M,delay_error_over_M,relative_amplitude_error,relative_flux_energy_error,angular_focus_width_error_radians,estimator_timing_systematic_over_M,phase_error_radians
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,1,12.0,1,2.509065992655811e-10,3.108361829834145e-10,1.355523693291616e-08,4.3578232578056486e-08,2.8597346712899707e-10,2.1744828160308316e-12,0.0,2.3485888789309683e-08,1.626631451756566e-08
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,1,12.0,2,2.509065992655811e-10,3.108361829834145e-10,4.3354475565138273e-10,1.3121692177264777e-08,4.6145198773217544e-11,1.6869838859179254e-11,nan,5.448725914902752e-09,9.199190298403437e-10
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,1,12.0,3,2.509065992655811e-10,3.108361829834145e-10,2.8536817353597144e-10,1.481765821154113e-10,3.320543839890888e-11,2.2373214392246155e-12,nan,6.2110530052450486e-09,5.6746718435363164e-11
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,2,inf,0,2.509065992655811e-10,3.108361829834145e-10,1.1741956740252135e-08,nan,9.666045741596463e-12,7.165323889779529e-11,nan,1.1806289279547855e-08,nan
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,2,inf,1,2.509065992655811e-10,3.108361829834145e-10,1.7891245818191237e-08,2.9633202558443372e-08,4.5385428748545564e-10,2.1907586855718364e-11,0.0,1.7898962312301592e-08,1.244810754474912e-08
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,2,inf,2,2.509065992655811e-10,3.108361829834145e-10,5.280540449348337e-10,1.841929986312607e-08,5.697253779857192e-11,2.7073454589299217e-11,nan,6.130349561317416e-10,1.1350735018567093e-08
angular_width_1,angular_w1p0_lmax23,angular_w1p0_lmax27,2,inf,3,2.509065992655811e-10,3.108361829834145e-10,4.877449555351632e-10,1.0157990004699968e-09,3.105737889086413e-11,2.9882762930810713e-12,nan,5.5720619229759905e-09,9.646690113385148e-10
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,0,8.0,0,6.3124683677023e-08,7.837321419727389e-08,3.8094643670660844e-06,nan,3.2725158027879786e-08,8.789316607860087e-09,0.0,3.799829745076977e-06,nan
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,0,8.0,1,6.3124683677023e-08,7.837321419727389e-08,3.036775879650122e-07,3.505786779101072e-06,7.03120983658323e-09,6.846045952357827e-10,0.0,2.884686622905974e-07,2.504452735085927e-06
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,0,8.0,2,6.3124683677023e-08,7.837321419727389e-08,2.134747063564646e-07,9.020288160854761e-08,2.0601159667066327e-09,3.834929040991142e-10,0.0,2.139317416549602e-07,1.0467695110705222e-07
