U_over_M,schwarzschild,sds_L20,sds_L40,sds_L80,sds_L160,sds_L320,sds_L640,Winf_from_L80,Winf_from_L160
2.717411277760377,-0.2994739718386873,-0.41265161051097665,-0.35358671435411887,-0.32550857607426675,-0.31218053113408506,-0.30575027702166657,-0.30256844509664205,-0.29947586848102964,-0.29940880992574065
2.747411277760382,-0.29329162123379326,-0.4101166111753987,-0.3487605074854806,-0.3198861453727375,-0.30625022904985255,-0.29968697939794403,-0.2964447477985725,-0.29329353541905817,-0.29322877835025607
2.7774112777603865,-0.2868132520801854,-0.40727001200435686,-0.3436183049343443,-0.3139574366032737,-0.3000191221878367,-0.29332539797349333,-0.2900240759405233,-0.2868152957547334,-0.28675311395702113
2.8074112777603912,-0.2800518463389827,-0.4041132663491894,-0.3381688851241432,-0.3077340593793266,-0.2934997484024837,-0.2866782832581106,-0.2833193143795883,-0.2800539450097697,-0.2799948546301754
2.837411277760396,-0.27302226574995225,-0.40064879105655693,-0.33242282028131814,-0.3012296144939582,-0.28670653228119514,-0.27976038816951054,-0.2763452833984616,-0.27302450872095724,-0.2729688234839416
2.8674112777604006,-0.26574136492415784,-0.3968800377645884,-0.3263923877752638,-0.29445950796648773,-0.27965589467441476,-0.2725883736457618,-0.26911876355626096,-0.2657437096953645,-0.2656919204166439
2.8974112777604053,-0.2582279246788668,-0.3928116026039819,-0.32009177703340186,-0.28744123585659126,-0.2723661553453384,-0.26518087276438096,-0.26165845954589007,-0.25823042863320284,-0.25818286504205773
2.92741127776041,-0.25050256612850985,-0.38844927236703963,-0.31353694436435775,-0.28019399793129374,-0.264857527250812,-0.25755835382758696,-0.25398493471928074,-0.25050522168237244,-0.2504622940131787
2.9574112777604147,-0.24258764155580256,-0.3838001405235867,-0.3067457114706064,-0.27273894042730495,-0.25715191180613056,-0.2497429937195342,-0.24612043341005344,-0.24259047311559834,-0.24255247225645094
2.9874112777604194,-0.23450691831435153,-0.3788726305632218,-0.2997375625077117,-0.2650985863541939,-0.2492727221150518,-0.24175844899292714,-0.2380886734852662,-0.23450994853576676,-0.23447713867987283
3.017411277760424,-0.22628536430598586,-0.3736765914761188,-0.29253356749272363,-0.25729693718560903,-0.24124453274028093,-0.23362950291603066,-0.22991448877443593,-0.22628858802405624,-0.22626114181319487
